site,block,plot,plant_code,date,species,herb,surv_next,div,clone,flood,rich
Costa Rica,1,Plot 18,7,2,reticulatum,0,0,2,0,0,0
Costa Rica,1,Plot 18,8,2,reticulatum,4,0,2,0,0,3
Costa Rica,1,Plot 18,9,2,reticulatum,10.75,0,2,0,0,2
Costa Rica,1,Plot 19,1,1,imperiale,11,1,2,1,0,2
Costa Rica,1,Plot 19,1,2,imperiale,45,0,2,1,0,2
Costa Rica,1,Plot 19,10,2,nudifolium,32.5,0,2,1,0,1
Costa Rica,1,Plot 19,11,2,nudifolium,37.5,0,2,1,0,1
Costa Rica,1,Plot 19,12,2,nudifolium,50,0,2,1,0,2
Costa Rica,1,Plot 19,2,1,imperiale,7.22222222222222,1,2,1,0,2
Costa Rica,1,Plot 19,2,2,imperiale,33.2857142857143,1,2,1,0,3
Costa Rica,1,Plot 19,4,2,imperiale,38,1,2,1,0,2
Costa Rica,1,Plot 19,5,2,imperiale,38.1428571428571,1,2,1,0,2
Costa Rica,1,Plot 19,7,2,nudifolium,39.3333333333333,1,2,1,0,1
Costa Rica,1,Plot 19,8,2,nudifolium,27.5,1,2,1,0,1
Costa Rica,1,Plot 19,9,2,nudifolium,37.25,1,2,1,0,2
Costa Rica,1,Plot 2,1,2,arboreum,33.75,1,12,1,1,2
Costa Rica,1,Plot 2,1,3,arboreum,36.25,1,12,1,1,2
Costa Rica,1,Plot 2,10,2,imperiale,33,1,12,1,1,3
Costa Rica,1,Plot 2,11,2,sancti-felicis,11.5,1,12,1,1,1
Costa Rica,1,Plot 2,12,2,urostachyum,47.5,1,12,1,1,2
Costa Rica,1,Plot 2,2,2,biolleyi,15.75,1,12,1,1,2
Costa Rica,1,Plot 2,3,2,peltatum,9,1,12,1,1,2
Costa Rica,1,Plot 2,4,2,multiplinervium,6.66666666666667,1,12,1,1,3
Costa Rica,1,Plot 2,5,2,pseudobumbratum,30,1,12,1,1,2
Costa Rica,1,Plot 2,6,2,garagaranum,5,1,12,1,1,1
Costa Rica,1,Plot 2,7,2,reticulatum,50,1,12,1,1,1
Costa Rica,1,Plot 2,8,2,decurrens,23,1,12,1,1,2
Costa Rica,1,Plot 2,9,2,nudifolium,19.3333333333333,1,12,1,1,2
Costa Rica,1,Plot 20,1,1,decurrens,14,1,2,1,0,2
Costa Rica,1,Plot 20,1,2,decurrens,0,0,2,1,0,0
Costa Rica,1,Plot 20,10,2,urostachyum,19.25,1,2,1,0,3
Costa Rica,1,Plot 20,11,2,urostachyum,18.5,1,2,1,0,3
Costa Rica,1,Plot 20,12,2,urostachyum,36.6666666666667,0,2,1,0,1
Costa Rica,1,Plot 20,2,1,decurrens,12.5,1,2,1,0,2
Costa Rica,1,Plot 20,2,2,decurrens,10.5,0,2,1,0,2
Costa Rica,1,Plot 20,3,1,decurrens,10.6666666666667,1,2,1,0,1
Costa Rica,1,Plot 20,3,2,decurrens,10.2,0,2,1,0,2
Costa Rica,1,Plot 20,4,2,decurrens,2,0,2,1,0,1
Costa Rica,1,Plot 20,5,2,decurrens,2,0,2,1,0,1
Costa Rica,1,Plot 20,6,2,decurrens,0,0,2,1,0,0
Costa Rica,1,Plot 20,7,2,urostachyum,38.6666666666667,1,2,1,0,2
Costa Rica,1,Plot 20,8,2,urostachyum,13.3333333333333,1,2,1,0,2
Costa Rica,1,Plot 20,9,2,urostachyum,22.5,1,2,1,0,1
Costa Rica,1,Plot 21,1,1,pseudobumbratum,5.4,1,2,1,0,1
Costa Rica,1,Plot 21,1,2,pseudobumbratum,16,1,2,1,0,2
Costa Rica,1,Plot 21,10,2,garagaranum,26.4,0,2,1,0,2
Costa Rica,1,Plot 21,11,2,garagaranum,7.85714285714286,1,2,1,0,2
Costa Rica,1,Plot 21,12,2,garagaranum,10.75,0,2,1,0,2
Costa Rica,1,Plot 21,2,1,pseudobumbratum,22.1666666666667,1,2,1,0,2
Costa Rica,1,Plot 21,2,2,pseudobumbratum,18,0,2,1,0,2
Costa Rica,1,Plot 21,3,2,pseudobumbratum,18,0,2,1,0,1
Costa Rica,1,Plot 21,4,2,pseudobumbratum,13.5,0,2,1,0,2
Costa Rica,1,Plot 21,5,2,pseudobumbratum,7,0,2,1,0,2
Costa Rica,1,Plot 21,6,2,pseudobumbratum,15.4,0,2,1,0,2
Costa Rica,1,Plot 21,7,2,garagaranum,28.75,1,2,1,0,2
Costa Rica,1,Plot 21,8,2,garagaranum,38.25,1,2,1,0,2
Costa Rica,1,Plot 21,9,2,garagaranum,46.25,1,2,1,0,2
Costa Rica,1,Plot 22,1,1,peltatum,9,1,2,1,0,2
Costa Rica,1,Plot 22,1,2,peltatum,9,0,2,1,0,2
Costa Rica,1,Plot 22,10,2,reticulatum,38,1,2,1,0,3
Costa Rica,1,Plot 22,11,2,reticulatum,18,1,2,1,0,1
Costa Rica,1,Plot 22,12,2,reticulatum,33.8,1,2,1,0,3
Costa Rica,1,Plot 22,2,1,peltatum,14.25,1,2,1,0,2
Costa Rica,1,Plot 22,2,2,peltatum,2,0,2,1,0,1
Costa Rica,1,Plot 22,3,1,peltatum,7,0,2,1,0,2
Costa Rica,1,Plot 22,4,1,peltatum,12,1,2,1,0,1
Costa Rica,1,Plot 22,4,2,peltatum,2,0,2,1,0,1
Costa Rica,1,Plot 22,5,1,peltatum,4.33333333333333,0,2,1,0,2
Costa Rica,1,Plot 22,6,2,peltatum,1,0,2,1,0,1
Costa Rica,1,Plot 22,7,2,reticulatum,2,0,2,1,0,2
Costa Rica,1,Plot 22,9,2,reticulatum,0.666666666666667,1,2,1,0,1
Costa Rica,1,Plot 23,1,2,imperiale,30.5,0,1,0,0,3
Costa Rica,1,Plot 23,10,2,imperiale,59,1,1,0,0,2
Costa Rica,1,Plot 23,11,2,imperiale,28.25,1,1,0,0,3
Costa Rica,1,Plot 23,12,2,imperiale,56,1,1,0,0,2
Costa Rica,1,Plot 23,2,2,imperiale,45,1,1,0,0,2
Costa Rica,1,Plot 23,4,2,imperiale,47.6666666666667,0,1,0,0,2
Costa Rica,1,Plot 23,5,2,imperiale,34.5,1,1,0,0,2
Costa Rica,1,Plot 23,6,2,imperiale,30.5,1,1,0,0,2
Costa Rica,1,Plot 23,7,2,imperiale,58,1,1,0,0,2
Costa Rica,1,Plot 23,8,2,imperiale,20.3333333333333,1,1,0,0,2
Costa Rica,1,Plot 23,9,2,imperiale,58.5,1,1,0,0,2
Costa Rica,1,Plot 24,1,1,urostachyum,26.1818181818182,1,1,0,0,2
Costa Rica,1,Plot 24,1,2,urostachyum,48.75,1,1,0,0,2
Costa Rica,1,Plot 24,10,2,urostachyum,46.25,1,1,0,0,3
Costa Rica,1,Plot 24,11,2,urostachyum,58.3333333333333,1,1,0,0,3
Costa Rica,1,Plot 24,12,2,urostachyum,25.8,1,1,0,0,1
Costa Rica,1,Plot 24,2,1,urostachyum,32.5,1,1,0,0,2
Costa Rica,1,Plot 24,2,2,urostachyum,51.6666666666667,1,1,0,0,2
Costa Rica,1,Plot 24,3,2,urostachyum,30,1,1,0,0,1
Costa Rica,1,Plot 24,4,2,urostachyum,20.2,1,1,0,0,2
Costa Rica,1,Plot 24,5,2,urostachyum,47.5,1,1,0,0,2
Costa Rica,1,Plot 24,6,2,urostachyum,31.25,1,1,0,0,1
Costa Rica,1,Plot 24,7,2,urostachyum,54.6666666666667,0,1,0,0,1
Costa Rica,1,Plot 24,8,2,urostachyum,44,0,1,0,0,2
Costa Rica,1,Plot 24,9,2,urostachyum,30,1,1,0,0,2
Costa Rica,1,Plot 25,1,2,pseudobumbratum,46,0,1,0,0,1
Costa Rica,1,Plot 25,10,2,pseudobumbratum,53.3333333333333,1,1,0,0,2
Costa Rica,1,Plot 25,11,2,pseudobumbratum,50,0,1,0,0,1
Costa Rica,1,Plot 25,12,2,pseudobumbratum,50,0,1,0,0,1
Costa Rica,1,Plot 25,2,2,pseudobumbratum,3.5,0,1,0,0,1
Costa Rica,1,Plot 25,3,2,pseudobumbratum,81.5,0,1,0,0,1
Costa Rica,1,Plot 25,4,2,pseudobumbratum,50,1,1,0,0,2
Costa Rica,1,Plot 25,5,2,pseudobumbratum,25,0,1,0,0,2
Costa Rica,1,Plot 25,6,2,pseudobumbratum,3.5,0,1,0,0,2
Costa Rica,1,Plot 25,7,2,pseudobumbratum,54,0,1,0,0,2
Costa Rica,1,Plot 25,8,2,pseudobumbratum,50,0,1,0,0,1
Costa Rica,1,Plot 25,9,2,pseudobumbratum,10,0,1,0,0,2
Costa Rica,1,Plot 26,1,1,reticulatum,42.5,1,1,0,0,2
Costa Rica,1,Plot 26,1,2,reticulatum,9.5,0,1,0,0,2
Costa Rica,1,Plot 26,10,2,reticulatum,40,0,1,0,0,1
Costa Rica,1,Plot 26,2,1,reticulatum,21,1,1,0,0,2
Costa Rica,1,Plot 26,2,2,reticulatum,47,0,1,0,0,3
Costa Rica,1,Plot 26,3,1,reticulatum,51,1,1,0,0,2
Costa Rica,1,Plot 26,3,2,reticulatum,60,0,1,0,0,1
Costa Rica,1,Plot 26,4,1,reticulatum,34.5,1,1,0,0,2
Costa Rica,1,Plot 26,4,2,reticulatum,51,0,1,0,0,1
Costa Rica,1,Plot 26,5,1,reticulatum,35.6666666666667,0,1,0,0,2
Costa Rica,1,Plot 26,6,1,reticulatum,52.3333333333333,1,1,0,0,1
Costa Rica,1,Plot 26,6,2,reticulatum,7.66666666666667,0,1,0,0,2
Costa Rica,1,Plot 26,7,1,reticulatum,13.5,1,1,0,0,2
Costa Rica,1,Plot 26,7,2,reticulatum,42.5,0,1,0,0,2
Costa Rica,1,Plot 26,8,1,reticulatum,29,1,1,0,0,1
Costa Rica,1,Plot 26,8,2,reticulatum,36,0,1,0,0,1
Costa Rica,1,Plot 26,9,2,reticulatum,15.5,0,1,0,0,3
Costa Rica,1,Plot 27,1,1,imperiale,34.75,1,1,1,0,2
Costa Rica,1,Plot 27,1,2,imperiale,13.75,1,1,1,0,2
Costa Rica,1,Plot 27,10,2,imperiale,41.5,1,1,1,0,2
Costa Rica,1,Plot 27,11,2,imperiale,22.3333333333333,0,1,1,0,2
Costa Rica,1,Plot 27,12,2,imperiale,18.75,1,1,1,0,2
Costa Rica,1,Plot 27,2,1,imperiale,3.5,1,1,1,0,1
Costa Rica,1,Plot 27,2,2,imperiale,22.5,0,1,1,0,2
Costa Rica,1,Plot 27,3,2,imperiale,37.4,0,1,1,0,2
Costa Rica,1,Plot 27,4,2,imperiale,32.2,0,1,1,0,2
Costa Rica,1,Plot 27,5,2,imperiale,33.3333333333333,0,1,1,0,2
Costa Rica,1,Plot 27,6,2,imperiale,35.25,1,1,1,0,2
Costa Rica,1,Plot 27,7,2,imperiale,32,1,1,1,0,3
Costa Rica,1,Plot 27,7,3,imperiale,30.8333333333333,0,1,1,0,2
Costa Rica,1,Plot 27,8,2,imperiale,40.6666666666667,0,1,1,0,2
Costa Rica,1,Plot 27,9,2,imperiale,23.5,1,1,1,0,2
Costa Rica,1,Plot 28,1,2,urostachyum,26.75,0,1,1,0,2
Costa Rica,1,Plot 28,10,2,urostachyum,1.33333333333333,0,1,1,0,1
Costa Rica,1,Plot 28,11,2,urostachyum,35.6666666666667,0,1,1,0,2
Costa Rica,1,Plot 28,2,2,urostachyum,28.375,0,1,1,0,3
Costa Rica,1,Plot 28,3,2,urostachyum,50,1,1,1,0,3
Costa Rica,1,Plot 28,3,3,urostachyum,53.3333333333333,0,1,1,0,2
Costa Rica,1,Plot 28,4,2,urostachyum,39.5,0,1,1,0,3
Costa Rica,1,Plot 28,5,2,urostachyum,41,0,1,1,0,2
Costa Rica,1,Plot 28,6,2,urostachyum,36.6,0,1,1,0,2
Costa Rica,1,Plot 28,7,2,urostachyum,40,0,1,1,0,2
Costa Rica,1,Plot 28,8,2,urostachyum,27.75,1,1,1,0,2
Costa Rica,1,Plot 28,9,2,urostachyum,44.75,0,1,1,0,2
Costa Rica,1,Plot 29,1,1,pseudobumbratum,10.4666666666667,1,1,1,0,3
Costa Rica,1,Plot 29,1,2,pseudobumbratum,9,0,1,1,0,2
Costa Rica,1,Plot 29,10,1,pseudobumbratum,14.6363636363636,1,1,1,0,2
Costa Rica,1,Plot 29,10,2,pseudobumbratum,2.75,0,1,1,0,2
Costa Rica,1,Plot 29,11,1,pseudobumbratum,9.45454545454546,1,1,1,0,3
Costa Rica,1,Plot 29,11,2,pseudobumbratum,24.5,0,1,1,0,1
Costa Rica,1,Plot 29,12,2,pseudobumbratum,29,0,1,1,0,2
Costa Rica,1,Plot 29,2,1,pseudobumbratum,8.8,1,1,1,0,2
Costa Rica,1,Plot 29,2,2,pseudobumbratum,21,1,1,1,0,2
Costa Rica,1,Plot 29,3,1,pseudobumbratum,34.6,1,1,1,0,2
Costa Rica,1,Plot 29,3,2,pseudobumbratum,5.33333333333333,0,1,1,0,1
Costa Rica,1,Plot 29,4,1,pseudobumbratum,27,1,1,1,0,3
Costa Rica,1,Plot 29,4,2,pseudobumbratum,12.75,0,1,1,0,2
Costa Rica,1,Plot 29,5,1,pseudobumbratum,11.8461538461538,1,1,1,0,3
Costa Rica,1,Plot 29,5,2,pseudobumbratum,3.75,1,1,1,0,2
Costa Rica,1,Plot 29,6,1,pseudobumbratum,7.2,1,1,1,0,2
Costa Rica,1,Plot 29,6,2,pseudobumbratum,19.6666666666667,0,1,1,0,2
Costa Rica,1,Plot 29,7,1,pseudobumbratum,3.375,1,1,1,0,2
Costa Rica,1,Plot 29,7,2,pseudobumbratum,11,0,1,1,0,2
Costa Rica,1,Plot 29,8,1,pseudobumbratum,9.5625,1,1,1,0,2
Costa Rica,1,Plot 29,8,2,pseudobumbratum,9,0,1,1,0,2
Costa Rica,1,Plot 29,9,1,pseudobumbratum,26.2,1,1,1,0,2
Costa Rica,1,Plot 29,9,2,pseudobumbratum,30.25,1,1,1,0,2
Costa Rica,1,Plot 3,1,2,sancti-felicis,55,1,12,1,1,2
Costa Rica,1,Plot 3,10,2,decurrens,0.75,1,12,1,1,2
Costa Rica,1,Plot 3,11,2,nudifolium,36.6666666666667,0,12,1,1,1
Costa Rica,1,Plot 3,12,2,imperiale,25,1,12,1,1,2
Costa Rica,1,Plot 3,12,3,imperiale,32.6666666666667,1,12,1,1,2
Costa Rica,1,Plot 3,2,2,urostachyum,33.25,1,12,1,1,2
Costa Rica,1,Plot 3,3,2,arboreum,41.5,1,12,1,1,2
Costa Rica,1,Plot 3,3,3,arboreum,64,0,12,1,1,1
Costa Rica,1,Plot 3,4,2,biolleyi,27.5,0,12,1,1,1
Costa Rica,1,Plot 3,5,2,peltatum,12.5,0,12,1,1,2
Costa Rica,1,Plot 3,6,2,multiplinervium,25.5,0,12,1,1,3
Costa Rica,1,Plot 3,7,2,pseudobumbratum,16.6666666666667,1,12,1,1,2
Costa Rica,1,Plot 3,8,2,garagaranum,28.4,1,12,1,1,2
Costa Rica,1,Plot 3,9,2,reticulatum,50,0,12,1,1,2
Costa Rica,1,Plot 30,1,2,reticulatum,63,0,1,1,0,2
Costa Rica,1,Plot 30,10,2,reticulatum,0,0,1,1,0,0
Costa Rica,1,Plot 30,11,2,reticulatum,42.75,0,1,1,0,2
Costa Rica,1,Plot 30,12,2,reticulatum,12.3333333333333,0,1,1,0,2
Costa Rica,1,Plot 30,3,2,reticulatum,8.33333333333333,1,1,1,0,3
Costa Rica,1,Plot 30,3,3,reticulatum,23.3333333333333,0,1,1,0,1
Costa Rica,1,Plot 30,5,2,reticulatum,4,0,1,1,0,1
Costa Rica,1,Plot 30,6,2,reticulatum,16,0,1,1,0,2
Costa Rica,1,Plot 30,7,2,reticulatum,6.75,0,1,1,0,3
Costa Rica,1,Plot 30,9,2,reticulatum,2.66666666666667,0,1,1,0,1
Costa Rica,1,Plot 4,1,1,arboreum,3.25,1,12,1,0,1
Costa Rica,1,Plot 4,1,2,arboreum,29.4444444444444,1,12,1,0,2
Costa Rica,1,Plot 4,10,1,reticulatum,20.6666666666667,1,12,1,0,2
Costa Rica,1,Plot 4,10,2,reticulatum,55,0,12,1,0,1
Costa Rica,1,Plot 4,11,1,garagaranum,3.5,1,12,1,0,1
Costa Rica,1,Plot 4,11,2,garagaranum,10.8,1,12,1,0,2
Costa Rica,1,Plot 4,12,1,peltatum,1.25,1,12,1,0,1
Costa Rica,1,Plot 4,12,2,peltatum,6.33333333333333,0,12,1,0,2
Costa Rica,1,Plot 4,2,1,multiplinervium,24.1666666666667,1,12,1,0,2
Costa Rica,1,Plot 4,2,2,multiplinervium,14.1666666666667,1,12,1,0,3
Costa Rica,1,Plot 4,3,1,decurrens,9.66666666666667,1,12,1,0,2
Costa Rica,1,Plot 4,3,2,decurrens,17,1,12,1,0,2
Costa Rica,1,Plot 4,4,1,urostachyum,23.4,1,12,1,0,2
Costa Rica,1,Plot 4,4,2,urostachyum,39,1,12,1,0,2
Costa Rica,1,Plot 4,5,1,biolleyi,0,1,12,1,0,0
Costa Rica,1,Plot 4,5,2,biolleyi,18,0,12,1,0,3
Costa Rica,1,Plot 4,6,1,imperiale,0.333333333333333,1,12,1,0,1
Costa Rica,1,Plot 4,6,2,imperiale,23.6666666666667,1,12,1,0,2
Costa Rica,1,Plot 4,7,1,nudifolium,0,1,12,1,0,0
Costa Rica,1,Plot 4,7,2,nudifolium,40,0,12,1,0,2
Costa Rica,1,Plot 4,8,1,pseudobumbratum,10,1,12,1,0,1
Costa Rica,1,Plot 4,8,2,pseudobumbratum,13.3333333333333,1,12,1,0,2
Costa Rica,1,Plot 4,9,1,sancti-felicis,4.66666666666667,1,12,1,0,1
Costa Rica,1,Plot 4,9,2,sancti-felicis,30.8333333333333,0,12,1,0,2
Costa Rica,1,Plot 5,1,1,peltatum,12.4666666666667,1,12,1,0,2
Costa Rica,1,Plot 5,1,2,peltatum,20,1,12,1,0,1
Costa Rica,1,Plot 5,10,2,sancti-felicis,16.6666666666667,1,12,1,0,2
Costa Rica,1,Plot 5,11,2,arboreum,25.4,0,12,1,0,2
Costa Rica,1,Plot 5,12,2,biolleyi,55,1,12,1,0,2
Costa Rica,1,Plot 5,12,3,biolleyi,58.75,0,12,1,0,2
Costa Rica,1,Plot 5,2,1,multiplinervium,13.4444444444444,1,12,1,0,3
Costa Rica,1,Plot 5,2,2,multiplinervium,4,0,12,1,0,2
Costa Rica,1,Plot 5,3,1,pseudobumbratum,18.8095238095238,1,12,1,0,3
Costa Rica,1,Plot 5,3,2,pseudobumbratum,8.66666666666667,1,12,1,0,2
Costa Rica,1,Plot 5,4,1,garagaranum,11,1,12,1,0,2
Costa Rica,1,Plot 5,4,2,garagaranum,15,1,12,1,0,2
Costa Rica,1,Plot 5,5,1,reticulatum,32,1,12,1,0,3
Costa Rica,1,Plot 5,5,2,reticulatum,44.3333333333333,0,12,1,0,2
Costa Rica,1,Plot 5,6,1,decurrens,1.5,1,12,1,0,1
Costa Rica,1,Plot 5,6,2,decurrens,5.4,1,12,1,0,2
Costa Rica,1,Plot 5,7,1,nudifolium,0,1,12,1,0,0
Costa Rica,1,Plot 5,7,2,nudifolium,7.4,1,12,1,0,2
Costa Rica,1,Plot 5,7,3,nudifolium,27.4285714285714,1,12,1,0,1
Costa Rica,1,Plot 5,8,2,imperiale,31.3333333333333,1,12,1,0,2
Costa Rica,1,Plot 5,9,2,urostachyum,27.5,0,12,1,0,3
Costa Rica,1,Plot 6,1,2,biolleyi,26,0,12,1,0,2
Costa Rica,1,Plot 6,10,2,sancti-felicis,22.1666666666667,0,12,1,0,2
Costa Rica,1,Plot 6,11,2,urostachyum,30.3333333333333,1,12,1,0,2
Costa Rica,1,Plot 6,12,2,arboreum,42.5,1,12,1,0,2
Costa Rica,1,Plot 6,12,3,arboreum,61.5,0,12,1,0,1
Costa Rica,1,Plot 6,3,2,multiplinervium,62.5,0,12,1,0,2
Costa Rica,1,Plot 6,4,2,pseudobumbratum,4.33333333333333,0,12,1,0,1
Costa Rica,1,Plot 6,5,2,garagaranum,20.7142857142857,0,12,1,0,2
Costa Rica,1,Plot 6,6,2,reticulatum,50,0,12,1,0,1
Costa Rica,1,Plot 6,7,2,decurrens,1,0,12,1,0,1
Costa Rica,1,Plot 6,8,2,nudifolium,3,0,12,1,0,2
Costa Rica,1,Plot 6,9,2,imperiale,85,0,12,1,0,2
Costa Rica,1,Plot 7,1,1,imperiale,21.5,1,2,0,1,2
Costa Rica,1,Plot 7,1,2,imperiale,25,0,2,0,1,2
Costa Rica,1,Plot 7,11,2,nudifolium,20,0,2,0,1,1
Costa Rica,1,Plot 7,12,2,nudifolium,30,1,2,0,1,2
Costa Rica,1,Plot 7,2,1,imperiale,1.5,0,2,0,1,1
Costa Rica,1,Plot 7,3,2,imperiale,26.6,0,2,0,1,2
Costa Rica,1,Plot 7,4,2,imperiale,56.6666666666667,1,2,0,1,2
Costa Rica,1,Plot 7,5,2,imperiale,31.6666666666667,1,2,0,1,2
Costa Rica,1,Plot 7,5,3,imperiale,25,1,2,0,1,1
Costa Rica,1,Plot 7,6,2,imperiale,27,0,2,0,1,2
Costa Rica,1,Plot 7,7,2,nudifolium,6,1,2,0,1,1
Costa Rica,1,Plot 7,8,2,nudifolium,25,0,2,0,1,2
Costa Rica,1,Plot 7,9,2,nudifolium,21.1428571428571,0,2,0,1,2
Costa Rica,1,Plot 8,1,2,decurrens,14.1428571428571,0,2,0,1,3
Costa Rica,1,Plot 8,10,2,urostachyum,51.25,1,2,0,1,3
Costa Rica,1,Plot 8,11,2,urostachyum,42.5,1,2,0,1,2
Costa Rica,1,Plot 8,12,2,urostachyum,27.5,1,2,0,1,2
Costa Rica,1,Plot 8,12,3,urostachyum,45,1,2,0,1,2
Costa Rica,1,Plot 8,2,2,decurrens,4,1,2,0,1,2
Costa Rica,1,Plot 8,3,2,decurrens,0,1,2,0,1,0
Costa Rica,1,Plot 8,4,2,decurrens,0.6,1,2,0,1,1
Costa Rica,1,Plot 8,5,2,decurrens,6.81818181818182,1,2,0,1,2
Costa Rica,1,Plot 8,6,2,decurrens,6.2,1,2,0,1,2
Costa Rica,1,Plot 8,7,2,urostachyum,36.4,0,2,0,1,3
Costa Rica,1,Plot 8,8,2,urostachyum,2,0,2,0,1,1
Costa Rica,1,Plot 8,9,2,urostachyum,29.2,1,2,0,1,2
Costa Rica,1,Plot 9,1,1,garagaranum,5.94736842105263,1,2,0,1,2
Costa Rica,1,Plot 9,1,2,garagaranum,20,0,2,0,1,1
Costa Rica,1,Plot 9,10,2,pseudobumbratum,2,0,2,0,1,1
Costa Rica,1,Plot 9,11,2,pseudobumbratum,13.5,1,2,0,1,1
Costa Rica,1,Plot 9,12,2,pseudobumbratum,0.666666666666667,0,2,0,1,1
Costa Rica,1,Plot 9,2,1,garagaranum,4.05882352941176,1,2,0,1,2
Costa Rica,1,Plot 9,2,2,garagaranum,37.5,0,2,0,1,1
Costa Rica,1,Plot 9,3,1,garagaranum,31.6666666666667,1,2,0,1,1
Costa Rica,1,Plot 9,3,2,garagaranum,30,0,2,0,1,1
