site,block,plot,plant_code,date,species,herb,surv_next,div,clone,flood,rich
mogi,2,8,1020,two,arboreum,6.5,1,1,0,0,0
mogi,2,8,1025,one,arboreum,0,1,1,0,0,0
mogi,2,8,1025,three,arboreum,13.5,0,1,0,0,1
mogi,2,8,1025,two,arboreum,0,1,1,0,0,0
mogi,2,8,1076,one,arboreum,2,0,1,0,0,1
mogi,2,8,1086,four,arboreum,0,1,1,0,0,0
mogi,2,8,1086,one,arboreum,3.6,1,1,0,0,2
mogi,2,8,1086,three,arboreum,6.125,1,1,0,0,2
mogi,2,8,1086,two,arboreum,13.6,1,1,0,0,2
mogi,2,8,1091,four,arboreum,0,1,1,0,0,0
mogi,2,8,1091,one,arboreum,20,1,1,0,0,1
mogi,2,8,1091,three,arboreum,11.6666666666667,1,1,0,0,1
mogi,2,8,1091,two,arboreum,16.6666666666667,1,1,0,0,2
mogi,2,8,1382,four,arboreum,0,1,1,0,0,0
mogi,2,8,1382,one,arboreum,7.125,1,1,0,0,2
mogi,2,8,1382,three,arboreum,4.36363636363636,1,1,0,0,2
mogi,2,8,1382,two,arboreum,3.42857142857143,1,1,0,0,2
mogi,2,8,2257,four,arboreum,0,1,1,0,0,0
mogi,2,8,2257,one,arboreum,6.5,1,1,0,0,1
mogi,2,8,2257,three,arboreum,0,1,1,0,0,0
mogi,2,8,2257,two,arboreum,5,1,1,0,0,1
mogi,2,9,1050,one,miquelianum,0,0,1,0,0,0
mogi,2,9,1055,four,miquelianum,0,1,1,0,0,0
mogi,2,9,1055,one,miquelianum,1.33333333333333,1,1,0,0,1
mogi,2,9,1055,three,miquelianum,6.25,1,1,0,0,1
mogi,2,9,1055,two,miquelianum,10,1,1,0,0,1
mogi,2,9,1093,four,miquelianum,0,1,1,0,0,0
mogi,2,9,1093,one,miquelianum,12.75,1,1,0,0,2
mogi,2,9,1093,three,miquelianum,30.25,1,1,0,0,2
mogi,2,9,1093,two,miquelianum,13,1,1,0,0,2
mogi,2,9,1098,one,miquelianum,0,1,1,0,0,0
mogi,2,9,1098,three,miquelianum,9.28571428571429,0,1,0,0,1
mogi,2,9,1098,two,miquelianum,22.2,1,1,0,0,2
mogi,2,9,1386,four,miquelianum,0,1,1,0,0,0
mogi,2,9,1386,one,miquelianum,48.3333333333333,1,1,0,0,2
mogi,2,9,1386,three,miquelianum,21.6666666666667,1,1,0,0,1
mogi,2,9,1386,two,miquelianum,45,1,1,0,0,2
mogi,2,9,1388,four,miquelianum,0,1,1,0,0,0
mogi,2,9,1388,one,miquelianum,25.375,1,1,0,0,2
mogi,2,9,1388,three,miquelianum,0.5,1,1,0,0,1
mogi,2,9,1388,two,miquelianum,0.5,1,1,0,0,1
mogi,2,9,1393,one,miquelianum,0,1,1,0,0,0
mogi,2,9,1393,two,miquelianum,16.6666666666667,0,1,0,0,1
mogi,2,9,1394,one,miquelianum,60,1,1,0,0,2
mogi,2,9,1394,two,miquelianum,70,0,1,0,0,1
mogi,2,9,1396,one,miquelianum,0,1,1,0,0,0
mogi,2,9,1396,three,miquelianum,0,0,1,0,0,0
mogi,2,9,1396,two,miquelianum,0,1,1,0,0,0
mogi,3,1,1206,one,crassinervium,60,1,1,1,0,2
mogi,3,1,1206,three,crassinervium,0,0,1,1,0,0
mogi,3,1,1206,two,crassinervium,80,1,1,1,0,0
mogi,3,1,1210,one,crassinervium,60,1,1,1,0,1
mogi,3,1,1210,three,crassinervium,10,0,1,1,0,1
mogi,3,1,1210,two,crassinervium,70,1,1,1,0,1
mogi,3,1,1211,one,crassinervium,3,1,1,1,0,1
mogi,3,1,1211,three,crassinervium,6,0,1,1,0,2
mogi,3,1,1211,two,crassinervium,2,1,1,1,0,1
mogi,3,1,1232,one,crassinervium,16,0,1,1,0,2
mogi,3,1,1235,one,crassinervium,7,1,1,1,0,1
mogi,3,1,1235,two,crassinervium,54,0,1,1,0,1
mogi,3,1,1242,one,crassinervium,0,1,1,1,0,0
mogi,3,1,1242,three,crassinervium,47.3333333333333,0,1,1,0,2
mogi,3,1,1242,two,crassinervium,0,1,1,1,0,0
mogi,3,1,1245,one,crassinervium,25,0,1,1,0,1
mogi,3,1,1276,one,crassinervium,31.5,0,1,1,0,2
mogi,3,1,2228,one,crassinervium,22,0,1,1,0,1
mogi,3,10,2219,four,richardifolium,5.25,1,1,0,0,1
mogi,3,10,2219,one,richardifolium,9.33333333333333,1,1,0,0,1
mogi,3,10,2219,three,richardifolium,5.66666666666667,1,1,0,0,1
mogi,3,10,2219,two,richardifolium,0,1,1,0,0,0
mogi,3,10,2249,four,richardifolium,6,1,1,0,0,1
mogi,3,10,2249,one,richardifolium,0,1,1,0,0,0
mogi,3,10,2249,three,richardifolium,15.5,1,1,0,0,1
mogi,3,10,2249,two,richardifolium,8,1,1,0,0,1
mogi,3,10,2259,one,richardifolium,2,0,1,0,0,1
mogi,3,10,2267,one,richardifolium,0,0,1,0,0,0
mogi,3,10,2288,four,richardifolium,30,0,1,0,0,1
mogi,3,10,2288,one,richardifolium,7.33333333333333,1,1,0,0,2
mogi,3,10,2288,three,richardifolium,77.5,1,1,0,0,1
mogi,3,10,2288,two,richardifolium,17.6666666666667,1,1,0,0,1
mogi,3,11,1001,four,arboreum,0.75,1,2,1,0,1
mogi,3,11,1001,one,arboreum,0,1,2,1,0,0
mogi,3,11,1001,three,arboreum,1.33333333333333,1,2,1,0,0
mogi,3,11,1001,two,arboreum,3.33333333333333,1,2,1,0,0
mogi,3,11,1012,one,arboreum,0,0,2,1,0,0
mogi,3,11,1072,four,arboreum,1,1,2,1,0,1
mogi,3,11,1072,one,arboreum,0.666666666666667,1,2,1,0,1
mogi,3,11,1072,three,arboreum,3.5,1,2,1,0,1
mogi,3,11,1072,two,arboreum,1,1,2,1,0,1
mogi,3,11,1228,four,arboreum,2.63636363636364,0,2,1,0,2
mogi,3,11,1228,one,arboreum,1.8,1,2,1,0,2
mogi,3,11,1228,three,arboreum,3.28571428571429,1,2,1,0,2
mogi,3,11,1228,two,arboreum,1.4,1,2,1,0,2
mogi,3,11,1262,one,arboreum,5.33333333333333,1,2,1,0,1
mogi,3,11,1262,two,arboreum,4.5,0,2,1,0,1
mogi,3,11,1272,one,arboreum,1.5,0,2,1,0,1
mogi,3,11,1399,four,arboreum,0.5,1,2,1,0,0
mogi,3,11,1399,one,arboreum,0,1,2,1,0,0
mogi,3,11,1399,three,arboreum,1,1,2,1,0,0
mogi,3,11,1399,two,arboreum,0.5,1,2,1,0,1
mogi,3,11,2214,four,richardifolium,9.75,1,2,1,0,2
mogi,3,11,2214,one,richardifolium,9.5,1,2,1,0,2
mogi,3,11,2214,three,richardifolium,14,1,2,1,0,2
mogi,3,11,2214,two,richardifolium,17,1,2,1,0,1
mogi,3,11,2239,four,richardifolium,4,0,2,1,0,1
mogi,3,11,2239,one,richardifolium,38,1,2,1,0,1
mogi,3,11,2239,three,richardifolium,6,1,2,1,0,0
mogi,3,11,2239,two,richardifolium,0,1,2,1,0,0
mogi,3,11,2294,one,richardifolium,2,0,2,1,0,1
mogi,3,12,1214,four,richardifolium,11,0,1,1,0,3
mogi,3,12,1214,one,richardifolium,44,1,1,1,0,2
mogi,3,12,1214,three,richardifolium,20,1,1,1,0,1
mogi,3,12,1214,two,richardifolium,43.5,1,1,1,0,1
mogi,3,12,1236,one,richardifolium,21,0,1,1,0,0
mogi,3,12,1265,four,richardifolium,0,1,1,1,0,0
mogi,3,12,1265,one,richardifolium,26.5,1,1,1,0,3
mogi,3,12,1265,three,richardifolium,32.5,1,1,1,0,1
mogi,3,12,1265,two,richardifolium,0,1,1,1,0,0
mogi,3,12,1286,one,richardifolium,0,0,1,1,0,0
mogi,3,12,2221,four,richardifolium,10.8333333333333,1,1,1,0,2
mogi,3,12,2221,one,richardifolium,22.5,1,1,1,0,2
mogi,3,12,2221,three,richardifolium,16.6666666666667,1,1,1,0,1
mogi,3,12,2221,two,richardifolium,25,1,1,1,0,1
mogi,3,12,2283,four,richardifolium,8,1,1,1,0,1
mogi,3,12,2283,one,richardifolium,40.6666666666667,1,1,1,0,1
mogi,3,12,2283,three,richardifolium,0,1,1,1,0,0
mogi,3,12,2283,two,richardifolium,59,1,1,1,0,1
mogi,3,12,2299,four,richardifolium,4,1,1,1,0,1
mogi,3,12,2299,one,richardifolium,28,1,1,1,0,2
mogi,3,12,2299,three,richardifolium,6,1,1,1,0,1
mogi,3,12,2299,two,richardifolium,4.5,1,1,1,0,1
mogi,3,2,1208,four,miquelianum,0,1,4,1,0,0
mogi,3,2,1208,one,miquelianum,18,1,4,1,0,2
mogi,3,2,1208,three,miquelianum,4.66666666666667,1,4,1,0,1
mogi,3,2,1208,two,miquelianum,8,1,4,1,0,1
mogi,3,2,1234,one,arboreum,3.5,0,4,1,0,1
mogi,3,2,1240,one,miquelianum,27.8,0,4,1,0,3
mogi,3,2,1295,four,arboreum,0,1,4,1,0,0
mogi,3,2,1295,one,arboreum,13.125,1,4,1,0,3
mogi,3,2,1295,three,arboreum,5.33333333333333,1,4,1,0,2
mogi,3,2,1295,two,arboreum,8.375,1,4,1,0,1
mogi,3,2,2203,four,miquelianum,0,1,4,1,0,0
mogi,3,2,2203,one,miquelianum,17.6666666666667,1,4,1,0,2
mogi,3,2,2203,three,miquelianum,0,1,4,1,0,0
mogi,3,2,2203,two,miquelianum,17.6666666666667,1,4,1,0,2
mogi,3,2,2224,one,richardifolium,2,0,4,1,0,1
mogi,3,2,2243,four,crassinervium,0,1,4,1,0,0
mogi,3,2,2243,one,crassinervium,2,1,4,1,0,2
mogi,3,2,2243,three,crassinervium,4.25,1,4,1,0,1
mogi,3,2,2243,two,crassinervium,1.5,1,4,1,0,1
mogi,3,2,2265,one,arboreum,1.75,0,4,1,0,2
mogi,3,2,2276,one,richardifolium,14,0,4,1,0,2
mogi,3,2,2292,one,richardifolium,8,0,4,1,0,2
mogi,3,3,1217,four,miquelianum,0,1,1,0,0,0
mogi,3,3,1217,one,miquelianum,65,1,1,0,0,1
mogi,3,3,1217,three,miquelianum,32,1,1,0,0,1
mogi,3,3,1217,two,miquelianum,80,1,1,0,0,1
mogi,3,3,1222,one,miquelianum,0,0,1,0,0,0
mogi,3,3,1226,four,miquelianum,0,1,1,0,0,0
mogi,3,3,1226,one,miquelianum,0,1,1,0,0,0
mogi,3,3,1226,three,miquelianum,0,1,1,0,0,0
mogi,3,3,1226,two,miquelianum,0,1,1,0,0,0
mogi,3,3,1231,one,miquelianum,23.6666666666667,1,1,0,0,2
mogi,3,3,1231,two,miquelianum,6,0,1,0,0,1
mogi,3,3,1253,four,miquelianum,0,1,1,0,0,0
mogi,3,3,1253,one,miquelianum,6,1,1,0,0,1
mogi,3,3,1253,three,miquelianum,23,1,1,0,0,2
mogi,3,3,1253,two,miquelianum,12,1,1,0,0,1
mogi,3,3,1255,four,miquelianum,0,1,1,0,0,0
mogi,3,3,1255,one,miquelianum,39.4,1,1,0,0,2
mogi,3,3,1255,three,miquelianum,2.66666666666667,1,1,0,0,1
mogi,3,3,1255,two,miquelianum,33,1,1,0,0,2
mogi,3,3,1256,one,miquelianum,60,1,1,0,0,2
mogi,3,3,1256,three,miquelianum,56,0,1,0,0,1
mogi,3,3,1256,two,miquelianum,60,1,1,0,0,1
mogi,3,3,1267,one,miquelianum,30,0,1,0,0,2
mogi,3,3,1270,one,miquelianum,30,1,1,0,0,2
mogi,3,3,1270,three,miquelianum,23.6666666666667,0,1,0,0,2
mogi,3,3,1270,two,miquelianum,31.5,1,1,0,0,2
mogi,3,3,2204,one,miquelianum,4.75,0,1,0,0,2
mogi,3,4,1067,four,arboreum,0,1,1,0,0,0
mogi,3,4,1067,one,arboreum,2,1,1,0,0,1
mogi,3,4,1067,three,arboreum,15.2,1,1,0,0,1
mogi,3,4,1067,two,arboreum,9,1,1,0,0,0
mogi,3,4,1092,one,arboreum,7.25,0,1,0,0,1
mogi,3,4,1227,one,arboreum,6.66666666666667,0,1,0,0,1
mogi,3,4,1233,four,arboreum,0,1,1,0,0,0
mogi,3,4,1233,one,arboreum,0,1,1,0,0,0
mogi,3,4,1233,three,arboreum,1.66666666666667,1,1,0,0,0
mogi,3,4,1233,two,arboreum,0.75,1,1,0,0,1
mogi,3,4,1237,one,arboreum,2,1,1,0,0,1
mogi,3,4,1237,two,arboreum,14,0,1,0,0,1
mogi,3,4,1261,four,arboreum,0,1,1,0,0,0
mogi,3,4,1261,one,arboreum,3,1,1,0,0,1
mogi,3,4,1261,three,arboreum,10,1,1,0,0,1
mogi,3,4,1261,two,arboreum,6,1,1,0,0,0
mogi,3,4,1271,four,arboreum,0,1,1,0,0,0
mogi,3,4,1271,one,arboreum,7.33333333333333,1,1,0,0,1
mogi,3,4,1271,three,arboreum,2,1,1,0,0,0
mogi,3,4,1271,two,arboreum,1,1,1,0,0,1
mogi,3,4,1273,four,arboreum,0,1,1,0,0,0
mogi,3,4,1273,one,arboreum,0,1,1,0,0,0
mogi,3,4,1273,three,arboreum,3.5,1,1,0,0,2
mogi,3,4,1273,two,arboreum,1,1,1,0,0,1
mogi,3,4,1277,four,arboreum,0,1,1,0,0,0
mogi,3,4,1277,one,arboreum,35.2,1,1,0,0,1
mogi,3,4,1277,three,arboreum,14,1,1,0,0,2
mogi,3,4,1277,two,arboreum,32,1,1,0,0,2
mogi,3,4,1282,one,arboreum,18,1,1,0,0,1
mogi,3,4,1282,three,arboreum,17.5,0,1,0,0,1
mogi,3,4,1282,two,arboreum,7.33333333333333,1,1,0,0,0
mogi,3,5,1238,one,miquelianum,47.8,1,1,1,0,2
mogi,3,5,1238,three,miquelianum,25.2,0,1,1,0,2
mogi,3,5,1238,two,miquelianum,30.1666666666667,1,1,1,0,2
mogi,3,5,1283,four,miquelianum,0,1,1,1,0,0
mogi,3,5,1283,one,miquelianum,26.5,1,1,1,0,3
mogi,3,5,1283,three,miquelianum,20,1,1,1,0,1
mogi,3,5,1283,two,miquelianum,0.5,1,1,1,0,1
mogi,3,5,1288,one,miquelianum,0,1,1,1,0,0
mogi,3,5,1288,three,miquelianum,9,0,1,1,0,1
mogi,3,5,1288,two,miquelianum,0,1,1,1,0,0
mogi,3,5,1297,four,miquelianum,0,1,1,1,0,0
mogi,3,5,1297,one,miquelianum,0,1,1,1,0,0
mogi,3,5,1297,three,miquelianum,0,1,1,1,0,0
mogi,3,5,1297,two,miquelianum,0.75,1,1,1,0,1
mogi,3,5,1298,four,miquelianum,0,1,1,1,0,0
mogi,3,5,1298,one,miquelianum,24,1,1,1,0,2
mogi,3,5,1298,three,miquelianum,0,1,1,1,0,0
mogi,3,5,1298,two,miquelianum,0,1,1,1,0,0
mogi,3,5,2240,four,miquelianum,0,1,1,1,0,0
mogi,3,5,2240,one,miquelianum,32.5,1,1,1,0,2
mogi,3,5,2240,three,miquelianum,0.5,1,1,1,0,1
mogi,3,5,2240,two,miquelianum,29.5,1,1,1,0,2
mogi,3,5,2242,four,miquelianum,0,1,1,1,0,0
mogi,3,5,2242,one,miquelianum,82.5,1,1,1,0,3
mogi,3,5,2242,three,miquelianum,0,1,1,1,0,0
mogi,3,5,2242,two,miquelianum,85,1,1,1,0,1
mogi,3,5,2255,four,miquelianum,0,1,1,1,0,0
mogi,3,5,2255,one,miquelianum,48.3333333333333,1,1,1,0,2
mogi,3,5,2255,three,miquelianum,33.3333333333333,1,1,1,0,2
mogi,3,5,2255,two,miquelianum,0,1,1,1,0,0
mogi,3,5,2290,four,miquelianum,0,1,1,1,0,0
mogi,3,5,2290,one,miquelianum,0,1,1,1,0,0
mogi,3,5,2290,three,miquelianum,0,1,1,1,0,0
mogi,3,5,2290,two,miquelianum,0,1,1,1,0,0
mogi,3,5,2295,four,miquelianum,0,1,1,1,0,0
mogi,3,5,2295,one,miquelianum,0,1,1,1,0,0
mogi,3,5,2295,three,miquelianum,0,1,1,1,0,0
mogi,3,5,2295,two,miquelianum,0,1,1,1,0,0
mogi,3,6,1205,four,arboreum,0,1,2,0,0,0
mogi,3,6,1205,one,arboreum,6.75,1,2,0,0,2
mogi,3,6,1205,three,arboreum,6.2,1,2,0,0,2
mogi,3,6,1205,two,arboreum,2.33333333333333,1,2,0,0,1
mogi,3,6,1209,four,arboreum,0,1,2,0,0,0
mogi,3,6,1209,one,arboreum,1.4,1,2,0,0,2
mogi,3,6,1209,three,arboreum,5,1,2,0,0,1
mogi,3,6,1209,two,arboreum,7.25,1,2,0,0,1
mogi,3,6,1230,one,richardifolium,8,1,2,0,0,1
mogi,3,6,1230,three,richardifolium,7.5,0,2,0,0,1
mogi,3,6,1230,two,richardifolium,12,1,2,0,0,1
mogi,3,6,1243,one,richardifolium,22.6666666666667,1,2,0,0,2
mogi,3,6,1243,two,richardifolium,28.5,0,2,0,0,1
mogi,3,6,1252,four,arboreum,0,1,2,0,0,0
mogi,3,6,1252,one,arboreum,6.33333333333333,1,2,0,0,1
mogi,3,6,1252,three,arboreum,0.5,1,2,0,0,0
mogi,3,6,1252,two,arboreum,7,1,2,0,0,2
mogi,3,6,1263,four,arboreum,0,1,2,0,0,0
mogi,3,6,1263,one,arboreum,2,1,2,0,0,1
mogi,3,6,1263,three,arboreum,2.66666666666667,1,2,0,0,1
mogi,3,6,1263,two,arboreum,3,1,2,0,0,1
mogi,3,6,1279,four,arboreum,0,1,2,0,0,0
mogi,3,6,1279,one,arboreum,28.3333333333333,1,2,0,0,1
mogi,3,6,1279,three,arboreum,1,1,2,0,0,1
mogi,3,6,1279,two,arboreum,0,1,2,0,0,0
mogi,3,7,1203,one,crassinervium,63.6666666666667,1,1,0,0,3
mogi,3,7,1203,three,crassinervium,8,0,1,0,0,2
mogi,3,7,1203,two,crassinervium,81.5,1,1,0,0,2
mogi,3,7,1239,one,crassinervium,0,1,1,0,0,0
mogi,3,7,1239,two,crassinervium,0,0,1,0,0,0
mogi,3,7,1254,one,crassinervium,1.5,1,1,0,0,1
mogi,3,7,1254,three,crassinervium,0,0,1,0,0,0
mogi,3,7,1254,two,crassinervium,11,1,1,0,0,2
mogi,3,7,1264,one,crassinervium,75,0,1,0,0,1
mogi,3,7,1274,four,crassinervium,0,1,1,0,0,0
mogi,3,7,1274,one,crassinervium,12.8,1,1,0,0,2
mogi,3,7,1274,three,crassinervium,4.75,1,1,0,0,2
mogi,3,7,1274,two,crassinervium,14,1,1,0,0,2
mogi,3,7,1280,one,crassinervium,5,0,1,0,0,1
mogi,3,8,1004,one,arboreum,0.5,1,1,1,0,1
mogi,3,8,1004,two,arboreum,0,0,1,1,0,0
mogi,3,8,1039,four,arboreum,0,1,1,1,0,0
mogi,3,8,1039,one,arboreum,0,1,1,1,0,0
mogi,3,8,1039,three,arboreum,1.5,1,1,1,0,1
mogi,3,8,1039,two,arboreum,3,1,1,1,0,0
mogi,3,8,1049,four,arboreum,0,1,1,1,0,0
mogi,3,8,1049,one,arboreum,10,1,1,1,0,1
mogi,3,8,1049,three,arboreum,21,1,1,1,0,1
mogi,3,8,1049,two,arboreum,9.5,1,1,1,0,2
mogi,3,8,1081,one,arboreum,0.666666666666667,0,1,1,0,1
mogi,3,8,1094,one,arboreum,26,0,1,1,0,2
mogi,3,8,1095,one,arboreum,0,1,1,1,0,0
mogi,3,8,1095,two,arboreum,3,0,1,1,0,1
mogi,3,8,1395,four,arboreum,0,1,1,1,0,0
mogi,3,8,1395,one,arboreum,0,1,1,1,0,0
mogi,3,8,1395,three,arboreum,0,1,1,1,0,0
mogi,3,8,1395,two,arboreum,0,1,1,1,0,0
mogi,3,8,1398,one,arboreum,22.8,0,1,1,0,2
mogi,3,8,1400,four,arboreum,0,1,1,1,0,0
mogi,3,8,1400,one,arboreum,0.333333333333333,1,1,1,0,1
mogi,3,8,1400,three,arboreum,0.666666666666667,1,1,1,0,1
mogi,3,8,1400,two,arboreum,3.2,1,1,1,0,0
mogi,3,8,2237,one,arboreum,2,0,1,1,0,2
mogi,3,9,1201,four,crassinervium,26.5454545454545,1,4,0,0,1
mogi,3,9,1201,one,crassinervium,6.75,1,4,0,0,2
mogi,3,9,1201,three,crassinervium,37.1111111111111,1,4,0,0,2
mogi,3,9,1201,two,crassinervium,4.66666666666667,1,4,0,0,2
mogi,3,9,1202,four,crassinervium,1.33333333333333,1,4,0,0,2
mogi,3,9,1202,one,crassinervium,3.5,1,4,0,0,2
mogi,3,9,1202,three,crassinervium,2.14285714285714,1,4,0,0,2
mogi,3,9,1202,two,crassinervium,2.5,1,4,0,0,1
mogi,3,9,1207,four,miquelianum,0,1,4,0,0,0
mogi,3,9,1207,one,miquelianum,40,1,4,0,0,1
mogi,3,9,1207,three,miquelianum,20.8333333333333,1,4,0,0,1
mogi,3,9,1207,two,miquelianum,36,1,4,0,0,1
mogi,3,9,1247,four,crassinervium,0,0,4,0,0,0
mogi,3,9,1247,one,crassinervium,1.71428571428571,1,4,0,0,2
mogi,3,9,1247,three,crassinervium,16.3333333333333,1,4,0,0,1
mogi,3,9,1247,two,crassinervium,1.5,1,4,0,0,1
mogi,3,9,1257,four,miquelianum,0,1,4,0,0,0
mogi,3,9,1257,one,miquelianum,30.5,1,4,0,0,2
mogi,3,9,1257,three,miquelianum,9.42857142857143,1,4,0,0,1
mogi,3,9,1257,two,miquelianum,58,1,4,0,0,1
mogi,3,9,1258,four,miquelianum,0,1,4,0,0,0
mogi,3,9,1258,one,miquelianum,27.5,1,4,0,0,1
mogi,3,9,1258,three,miquelianum,0,1,4,0,0,0
mogi,3,9,1258,two,miquelianum,0,1,4,0,0,0
mogi,3,9,2226,four,arboreum,0.2,0,4,0,0,1
mogi,3,9,2226,one,arboreum,3.33333333333333,1,4,0,0,1
mogi,3,9,2226,three,arboreum,0.571428571428571,1,4,0,0,1
mogi,3,9,2226,two,arboreum,0,1,4,0,0,0
mogi,3,9,2238,one,richardifolium,0,1,4,0,0,0
mogi,3,9,2238,three,richardifolium,16,0,4,0,0,2
mogi,3,9,2238,two,richardifolium,0,1,4,0,0,0
mogi,3,9,2252,one,arboreum,5,0,4,0,0,1
mogi,3,9,2287,four,richardifolium,0,1,4,0,0,0
mogi,3,9,2287,one,richardifolium,0,1,4,0,0,0
mogi,3,9,2287,three,richardifolium,0,1,4,0,0,0
mogi,3,9,2287,two,richardifolium,0,1,4,0,0,0
